940GZZLUHOH;Harrow-on-the-Hill Underground Station;51.579202;-0.337226
940GZZLUWJN;Willesden Junction Underground Station;51.532264;-0.244282
910GCLAPTON;Clapton Rail Station;51.56165;-0.057018
940GZZLUCGN;Covent Garden Underground Station;51.513098;-0.124431
940GZZLURBG;Redbridge Underground Station;51.576249;0.045369
940GZZLUHBN;Holborn Underground Station;51.517585;-0.12047
940GZZLUHSC;Hammersmith (H&C Line) Underground Station;51.49354;-0.225011
940GZZLUEAN;East Acton Underground Station;51.516616;-0.247248
940GZZLUPAC;Paddington Underground Station;51.516586;-0.175686
910GSEVNSIS;Seven Sisters Rail Station;51.582274;-0.075264
940GZZLUWHP;West Hampstead Underground Station;51.546644;-0.191056
940GZZLUBXN;Brixton Underground Station;51.462621;-0.114884
910GRTHERHI;Rotherhithe Rail Station;51.500821;-0.052042
910GWLTHQRD;Walthamstow Queens Road Rail Station;51.581509;-0.023838
940GZZDLGRE;Greenwich DLR Station;51.47809;-0.013666
940GZZLULGT;Lancaster Gate Underground Station;51.511727;-0.175491
910GRCTRYRD;Rectory Road Rail Station;51.558508;-0.068261
940GZZLURSQ;Russell Square Underground Station;51.523077;-0.124281
940GZZLUOAK;Oakwood Underground Station;51.647734;-0.132177
910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214
940GZZLUHWT;Hounslow West Underground Station;51.473473;-0.386533
910GHEDSTNL;Headstone Lane Rail Station;51.602648;-0.357222
940GZZLUMVL;Maida Vale Underground Station;51.529782;-0.185756
940GZZLURMD;Richmond Underground Station;51.463241;-0.301337
910GWAPPING;Wapping Rail Station;51.504392;-0.055925
940GZZLUFLP;Fairlop Underground Station;51.595625;0.091015
940GZZLUPSG;Parsons Green Underground Station;51.475281;-0.201168
940GZZDLLEW;Lewisham DLR Station;51.464668;-0.012867
910GSYDENHM;Sydenham Rail Station;51.42725;-0.054238
940GZZLUERC;Edgware Road (Circle Line) Underground Station;51.519863;-0.167829
910GSKENTON;South Kenton Rail Station;51.570221;-0.308463
940GZZLUSRP;South Ruislip Underground Station;51.556859;-0.398904
940GZZLURSP;Ruislip Underground Station;51.571351;-0.421887
940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452
940GZZDLSOQ;South Quay DLR Station;51.500054;-0.015967
910GFORESTH;Forest Hill Rail Station;51.439282;-0.053151
940GZZDLPRE;Prince Regent DLR Station;51.509267;0.034167
940GZZLUPYB;Putney Bridge Underground Station;51.468265;-0.208729
940GZZDLWIQ;West India Quay DLR Station;51.507034;-0.020304
910GKENR;Kensal Rise Rail Station;51.534559;-0.219955
940GZZLUBEC;Becontree Underground Station;51.540336;0.127028
940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565
940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683
910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697
910GCLPHMJ1;Clapham Junction Rail Station;51.46419;-0.170219
910GWDGRNPK;Woodgrange Park Rail Station;51.549269;0.044433
940GZZLUHSN;Harlesden Underground Station;51.536316;-0.257882
940GZZLUEAC;Elephant & Castle Underground Station;51.49454;-0.100601
940GZZLUTHB;Theydon Bois Underground Station;51.671768;0.103097
940GZZLUCYF;Canary Wharf Underground Station;51.503492;-0.018239
940GZZLUSTM;Stanmore Underground Station;51.619838;-0.303267
940GZZDLCGT;Canning Town DLR Station;51.514386;0.007428
940GZZLURKW;Rickmansworth Underground Station;51.640207;-0.473693
940GZZLUWOF;Woodford Underground Station;51.606906;0.03398
940GZZDLWSV;West Silvertown DLR Station;51.502841;0.022469
940GZZLUWLO;Waterloo Underground Station;51.503303;-0.114776
940GZZLUHNX;Hatton Cross Underground Station;51.466751;-0.423181
940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136
940GZZLUFYR;Finchley Road Underground Station;51.54683;-0.179842
940GZZLUSFB;Stamford Brook Underground Station;51.494921;-0.245703
910GCLPHHS;Clapham High Street Rail Station;51.465394;-0.132784
940GZZDLEIN;East India DLR Station;51.509364;-0.002319
940GZZLUSKT;South Kenton Underground Station;51.570238;-0.308433
940GZZDLHEQ;Heron Quays DLR Station;51.503383;-0.021413
940GZZLUEPG;Epping Underground Station;51.693689;0.11378
940GZZDLWFE;Westferry DLR Station;51.509435;-0.026743
940GZZLUSKW;Stockwell Underground Station;51.472188;-0.122639
910GHAKNYNM;Hackney Downs Rail Station;51.548763;-0.060813
910GWATFDJ;Watford Junction Rail Station;51.663908;-0.395928
910GTHBLDSG;Theobalds Grove Rail Station;51.692457;-0.034824
940GZZLURVP;Ravenscourt Park Underground Station;51.494126;-0.23588
940GZZLUWHM;West Ham Underground Station;51.528141;0.005063
940GZZLUBBB;Bromley-by-Bow Underground Station;51.524844;-0.011531
